Timestamp,Voltage (V)
16:54:01.291,0.21
16:54:01.477,5.00
16:54:01.713,0.96
16:54:01.900,1.07
16:54:02.084,1.08
16:54:02.274,0.66
16:54:02.509,0.02
16:54:02.696,1.01
16:54:02.884,0.25
16:54:03.071,5.00
16:54:03.307,0.95
16:54:03.494,0.94
16:54:03.679,0.92
16:54:03.914,1.00
16:54:04.102,0.20
16:54:04.288,0.88
16:54:04.475,1.09
16:54:04.711,1.00
16:54:04.899,0.98
16:54:05.088,1.07
16:54:05.318,0.97
16:54:05.506,0.98
16:54:05.693,0.38
16:54:05.882,5.00
16:54:06.113,2.35
16:54:06.302,1.08
16:54:06.488,0.95
16:54:06.676,0.96
16:54:06.908,0.18
16:54:07.095,1.06
16:54:07.281,5.00
16:54:07.516,1.01
16:54:07.704,0.37
16:54:07.891,1.09
16:54:08.078,0.97
16:54:08.314,0.87
16:54:08.501,1.06
16:54:08.688,5.00
16:54:08.922,0.01
16:54:09.109,0.99
16:54:09.296,5.00
16:54:09.482,0.57
16:54:09.716,0.96
16:54:09.905,1.08
16:54:10.093,0.90
16:54:10.279,4.09
16:54:10.513,1.02
16:54:10.701,1.07
16:54:10.888,1.01
16:54:11.119,0.94
16:54:11.306,0.93
16:54:11.493,1.02
16:54:11.682,1.03
16:54:11.916,0.92
16:54:12.103,1.05
16:54:12.291,0.98
16:54:12.523,0.94
16:54:12.712,0.98
16:54:12.899,0.76
16:54:13.085,1.10
16:54:13.319,0.86
16:54:13.506,1.00
16:54:13.695,0.93
16:54:13.881,1.09
16:54:14.115,0.98
16:54:14.305,1.07
16:54:14.494,4.61
16:54:14.726,0.91
16:54:14.913,5.00
16:54:15.099,1.08
16:54:15.287,5.00
16:54:15.522,0.94
16:54:15.708,5.00
16:54:15.896,5.00
16:54:16.127,5.00
16:54:16.315,0.51
16:54:16.503,0.96
16:54:16.691,5.00
16:54:16.922,0.93
16:54:17.111,1.08
16:54:17.296,5.00
16:54:17.529,5.00
16:54:17.716,5.00
16:54:17.905,1.06
16:54:18.092,1.07
16:54:18.325,0.43
16:54:18.512,0.85
16:54:18.699,0.83
16:54:18.886,1.01
16:54:19.121,0.93
16:54:19.308,1.90
16:54:19.499,1.07
16:54:19.687,0.98
16:54:19.921,1.08
16:54:20.108,5.00
16:54:20.293,0.95
16:54:20.527,5.00
16:54:20.713,3.94
16:54:20.900,1.07
16:54:21.087,5.00
16:54:21.322,0.80
16:54:21.508,1.01
16:54:21.697,0.96
16:54:21.931,1.04
16:54:22.118,1.07
16:54:22.307,5.00
16:54:22.493,5.00
16:54:22.728,5.00
16:54:22.915,1.00
16:54:23.104,0.56
16:54:23.291,0.92
16:54:23.526,1.07
16:54:23.712,5.00
16:54:23.901,0.93
16:54:24.136,0.60
16:54:24.323,1.07
16:54:24.511,1.06
16:54:24.700,1.03
16:54:24.935,0.68
16:54:25.121,1.01
16:54:25.307,0.98
16:54:25.495,4.36
16:54:25.728,0.84
16:54:25.914,1.01
16:54:26.104,1.01
16:54:26.292,1.07
16:54:26.526,1.04
16:54:26.714,3.17
16:54:26.899,1.01
16:54:27.134,0.73
16:54:27.320,0.94
16:54:27.507,0.79
16:54:27.694,1.07
16:54:27.927,5.00
16:54:28.115,0.86
16:54:28.302,3.14
16:54:28.535,0.96
16:54:28.723,0.95
16:54:28.911,5.00
16:54:29.099,0.83
16:54:29.332,0.97
16:54:29.518,0.89
16:54:29.707,0.97
16:54:29.941,0.96
16:54:30.129,1.95
16:54:30.314,5.00
16:54:30.501,5.00
16:54:30.737,1.07
16:54:30.926,0.88
16:54:31.111,0.96
16:54:31.297,0.95
16:54:31.531,5.00
16:54:31.717,0.81
16:54:31.904,0.98
16:54:32.139,1.06
16:54:32.325,5.00
16:54:32.512,5.00
16:54:32.699,1.01
16:54:32.934,2.21
16:54:33.121,0.97
16:54:33.308,0.86
16:54:33.541,0.77
16:54:33.729,0.98
16:54:33.916,1.07
16:54:34.106,0.95
16:54:34.340,0.90
16:54:34.526,5.00
16:54:34.712,0.92
16:54:34.945,0.89
16:54:35.133,1.02
16:54:35.321,0.98
16:54:35.509,5.00
16:54:35.744,3.25
16:54:35.933,1.77
16:54:36.121,0.83
16:54:36.307,0.94
16:54:36.540,5.00
16:54:36.728,1.00
16:54:36.914,0.94
16:54:37.104,1.00
16:54:37.337,5.00
16:54:37.525,1.06
16:54:37.711,0.98
16:54:37.945,0.94
16:54:38.134,0.97
16:54:38.322,0.92
16:54:38.508,0.73
16:54:38.741,1.06
16:54:38.927,0.98
16:54:39.117,1.08
16:54:39.304,0.91
16:54:39.536,1.00
16:54:39.725,1.00
16:54:39.913,0.88
16:54:40.150,5.00
16:54:40.336,0.85
16:54:40.522,0.95
16:54:40.710,1.03
16:54:40.942,1.06
16:54:41.130,1.08
16:54:41.317,0.94
16:54:41.550,0.94
16:54:41.735,0.97
16:54:41.924,1.01
16:54:42.111,5.00
16:54:42.343,0.92
16:54:42.530,0.85
16:54:42.718,0.79
16:54:42.952,1.00
16:54:43.141,0.27
16:54:43.328,1.08
16:54:43.516,1.00
16:54:43.751,5.00
16:54:43.938,1.03
16:54:44.123,0.06
16:54:44.309,3.85
16:54:44.543,5.00
16:54:44.732,3.41
16:54:44.919,5.00
16:54:45.155,0.13
16:54:45.339,0.24
16:54:45.527,0.00
16:54:45.714,5.00
16:54:45.949,0.07
16:54:46.134,0.03
16:54:46.320,1.05
16:54:46.556,5.00
16:54:46.745,1.00
16:54:46.932,0.00
16:54:47.119,1.08
16:54:47.356,5.00
16:54:47.545,0.69
16:54:47.733,1.01
16:54:47.921,0.90
16:54:48.154,0.81
16:54:48.341,1.09
16:54:48.528,5.00
16:54:48.715,0.21
16:54:48.952,0.80
16:54:49.140,1.00
16:54:49.327,1.08
16:54:49.514,5.00
16:54:49.749,1.08
16:54:49.935,1.09
16:54:50.122,0.79
16:54:50.359,1.02
16:54:50.547,1.06
16:54:50.734,0.96
16:54:50.922,0.81
16:54:51.154,0.45
16:54:51.342,0.16
16:54:51.528,0.75
16:54:51.718,5.00
16:54:51.952,1.01
16:54:52.137,1.06
16:54:52.325,5.00
16:54:52.559,0.97
16:54:52.748,1.04
16:54:52.936,5.00
16:54:53.124,1.00
16:54:53.357,1.00
16:54:53.544,5.00
16:54:53.732,0.96
16:54:53.918,0.57
16:54:54.153,5.00
16:54:54.340,0.95
16:54:54.525,5.00
16:54:54.761,0.63
16:54:54.949,1.05
16:54:55.137,0.08
16:54:55.326,1.09
16:54:55.563,1.08
16:54:55.750,1.02
16:54:55.937,0.00
16:54:56.124,0.89
16:54:56.359,5.00
16:54:56.546,0.97
16:54:56.733,1.05
16:54:56.919,5.00
16:54:57.153,0.81
16:54:57.341,5.00
16:54:57.528,5.00
16:54:57.763,1.09
16:54:57.950,0.53
16:54:58.138,5.00
16:54:58.326,0.28
16:54:58.558,0.49
16:54:58.743,0.14
16:54:58.929,1.09
16:54:59.164,1.09
16:54:59.352,0.98
16:54:59.541,0.96
16:54:59.728,0.06
16:54:59.961,1.06
16:55:00.149,1.04
16:55:00.335,0.75
16:55:00.523,0.95
16:55:00.757,0.85
16:55:00.944,0.97
16:55:01.131,1.03
16:55:01.368,0.65
16:55:01.556,5.00
16:55:01.742,1.09
16:55:01.929,0.97
16:55:02.164,0.94
16:55:02.349,0.54
16:55:02.537,0.74
16:55:02.725,0.01
16:55:02.958,1.09
16:55:03.146,5.00
16:55:03.335,1.04
16:55:03.569,0.16
16:55:03.755,1.06
16:55:03.944,0.15
16:55:04.131,0.94
16:55:04.364,1.05
16:55:04.551,5.00
16:55:04.738,0.39
16:55:04.973,0.30
16:55:05.159,0.95
16:55:05.348,0.86
16:55:05.534,2.26
16:55:05.768,1.05
16:55:05.954,5.00
16:55:06.141,0.96
16:55:06.375,1.08
16:55:06.561,0.79
16:55:06.750,1.09
16:55:06.936,0.26
16:55:07.169,0.95
16:55:07.354,1.06
16:55:07.542,0.01
16:55:07.777,5.00
16:55:07.964,1.02
16:55:08.150,0.03
16:55:08.338,0.45
16:55:08.572,0.86
16:55:08.760,1.08
16:55:08.949,1.89
16:55:09.137,5.00
16:55:09.369,0.98
16:55:09.555,0.94
16:55:09.743,1.05
16:55:09.977,1.06
16:55:10.166,0.88
16:55:10.352,0.36
16:55:10.540,1.08
16:55:10.777,0.40
16:55:10.963,0.80
16:55:11.151,1.18
16:55:11.338,0.70
16:55:11.573,0.41
16:55:11.759,5.00
16:55:11.947,1.08
16:55:12.135,5.00
16:55:12.368,0.22
16:55:12.556,0.00
16:55:12.744,0.43
16:55:12.977,1.09
16:55:13.163,1.06
16:55:13.350,0.43
16:55:13.537,1.01
16:55:13.771,0.57
16:55:13.959,4.33
16:55:14.145,1.06
16:55:14.378,0.04
16:55:14.567,0.96
16:55:14.753,0.83
16:55:14.940,0.57
16:55:15.174,1.00
16:55:15.362,5.00
16:55:15.550,1.02
16:55:15.739,0.02
16:55:15.975,5.00
16:55:16.162,5.00
16:55:16.348,1.00
16:55:16.582,1.04
16:55:16.768,5.00
16:55:16.957,1.64
16:55:17.145,0.18
16:55:17.381,5.00
16:55:17.568,0.99
16:55:17.754,0.22
16:55:17.941,0.16
16:55:18.176,5.00
16:55:18.363,0.61
16:55:18.551,0.02
16:55:18.784,5.00
16:55:18.971,1.02
16:55:19.157,0.20
16:55:19.345,1.08
16:55:19.578,5.00
16:55:19.767,5.00
16:55:19.955,5.00
16:55:20.144,0.45
16:55:20.376,1.05
16:55:20.563,0.13
16:55:20.749,1.08
16:55:20.983,5.00
16:55:21.171,1.05
16:55:21.359,1.06
16:55:21.548,0.95
16:55:21.779,5.00
16:55:21.966,1.00
16:55:22.153,1.04
16:55:22.387,1.08
16:55:22.574,5.00
16:55:22.762,0.31
16:55:22.950,0.04
16:55:23.185,1.08
16:55:23.373,5.00
16:55:23.559,0.35
16:55:23.747,5.00
16:55:23.980,5.00
16:55:24.169,5.00
16:55:24.357,4.11
16:55:24.590,1.08
16:55:24.778,1.02
16:55:24.966,0.61
16:55:25.153,3.03
16:55:25.386,1.03
16:55:25.573,0.69
16:55:25.760,0.34
16:55:25.948,5.00
16:55:26.184,0.55
16:55:26.373,0.37
16:55:26.559,1.01
16:55:26.794,0.68
16:55:26.982,1.01
16:55:27.169,0.41
16:55:27.357,1.03
16:55:27.592,0.55
16:55:27.778,1.09
16:55:27.966,2.67
16:55:28.154,5.00
16:55:28.387,0.30
16:55:28.574,0.69
16:55:28.760,0.92
16:55:28.990,0.48
16:55:29.177,5.00
16:55:29.364,1.08
16:55:29.551,0.99
16:55:29.787,0.09
16:55:29.975,0.28
16:55:30.161,1.07
16:55:30.395,0.92
16:55:30.581,0.29
16:55:30.772,1.09
16:55:30.959,1.05
16:55:31.179,5.00
16:55:31.366,0.97
16:55:31.555,0.72
16:55:31.791,1.08
16:55:31.978,0.53
16:55:32.165,0.66
16:55:32.398,0.77
16:55:32.585,5.00
16:55:32.772,1.05
16:55:32.960,1.07
16:55:33.193,1.05
16:55:33.379,5.00
16:55:33.566,1.08
16:55:33.754,1.02
16:55:33.987,0.27
16:55:34.172,0.11
16:55:34.360,5.00
16:55:34.594,1.00
16:55:34.783,0.32
16:55:34.972,0.69
16:55:35.159,1.06
16:55:35.391,0.91
16:55:35.579,5.00
16:55:35.765,1.05
16:55:36.000,0.30
16:55:36.186,1.08
16:55:36.374,1.07
16:55:36.561,5.00
16:55:36.795,3.26
16:55:36.982,0.69
16:55:37.168,1.08
16:55:37.404,0.36
16:55:37.592,1.08
16:55:37.778,0.21
16:55:37.966,0.86
16:55:38.200,5.00
16:55:38.388,5.00
16:55:38.574,5.00
16:55:38.762,5.00
16:55:38.994,0.23
16:55:39.181,0.40
16:55:39.368,5.00
16:55:39.603,1.09
16:55:39.789,1.00
16:55:39.975,0.89
16:55:40.163,0.67
16:55:40.396,5.00
16:55:40.584,0.51
16:55:40.772,0.72
16:55:41.005,0.14
16:55:41.192,5.00
16:55:41.379,0.33
16:55:41.566,1.05
16:55:41.801,0.98
16:55:41.987,5.00
16:55:42.173,0.61
16:55:42.361,0.77
16:55:42.594,1.05
16:55:42.781,0.79
16:55:42.968,0.42
16:55:43.203,1.03
16:55:43.390,0.83
16:55:43.576,5.00
16:55:43.762,0.31
16:55:43.998,0.83
16:55:44.186,1.05
16:55:44.373,0.21
16:55:44.606,0.72
16:55:44.792,5.00
16:55:44.980,5.00
16:55:45.166,5.00
16:55:45.401,5.00
16:55:45.589,5.00
16:55:45.775,5.00
16:55:46.009,5.00
16:55:46.196,0.88
16:55:46.384,0.25
16:55:46.571,5.00
16:55:46.804,5.00
16:55:46.993,3.84
16:55:47.182,0.97
16:55:47.369,1.04
16:55:47.601,0.30
16:55:47.789,5.00
16:55:47.976,5.00
16:55:48.210,0.88
16:55:48.397,0.85
16:55:48.584,0.32
16:55:48.771,1.08
16:55:49.004,0.90
16:55:49.192,0.99
16:55:49.378,5.00
16:55:49.613,0.97
16:55:49.801,0.65
16:55:49.989,1.00
16:55:50.177,5.00
16:55:50.410,1.01
16:55:50.598,0.96
16:55:50.787,5.00
16:55:50.972,0.98
16:55:51.206,1.03
16:55:51.393,0.86
16:55:51.581,0.87
16:55:51.815,0.74
16:55:52.002,0.95
16:55:52.189,0.96
16:55:52.377,1.04
16:55:52.610,5.00
16:55:52.798,1.04
16:55:52.985,0.22
16:55:53.172,0.88
16:55:53.406,3.96
16:55:53.594,1.08
16:55:53.779,0.71
16:55:54.015,1.04
16:55:54.200,0.39
16:55:54.388,0.97
16:55:54.576,5.00
16:55:54.809,1.04
16:55:54.996,1.08
16:55:55.181,5.00
16:55:55.416,1.04
16:55:55.604,5.00
16:55:55.792,0.97
16:55:55.981,1.08
16:55:56.212,0.75
16:55:56.401,0.95
16:55:56.588,1.86
16:55:56.820,0.20
16:55:57.008,5.00
16:55:57.195,0.94
16:55:57.383,0.25
16:55:57.615,0.78
16:55:57.802,1.08
16:55:57.988,5.00
16:55:58.221,5.00
16:55:58.408,5.00
16:55:58.595,5.00
16:55:58.782,5.00
16:55:59.015,5.00
16:55:59.201,3.96
16:55:59.388,1.09
16:55:59.619,0.75
16:55:59.807,0.95
16:55:59.997,0.37
16:56:00.181,5.00
16:56:00.415,1.05
16:56:00.604,1.08
16:56:00.790,1.03
16:56:01.022,1.09
16:56:01.210,0.37
16:56:01.397,0.95
16:56:01.585,0.43
16:56:01.817,5.00
16:56:02.003,1.08
16:56:02.191,0.99
16:56:02.425,1.05
16:56:02.612,1.02
16:56:02.799,3.79
16:56:02.984,3.59
16:56:03.218,0.40
16:56:03.405,0.93
16:56:03.593,1.08
16:56:03.828,0.45
16:56:04.013,5.00
16:56:04.201,0.38
16:56:04.388,1.02
16:56:04.621,0.95
16:56:04.809,0.37
16:56:04.995,1.04
16:56:05.183,0.56
16:56:05.415,5.00
16:56:05.603,5.00
16:56:05.793,1.04
16:56:06.025,0.93
16:56:06.212,1.16
16:56:06.401,1.04
16:56:06.589,0.98
16:56:06.823,1.08
16:56:07.010,5.00
16:56:07.197,2.00
16:56:07.428,4.89
16:56:07.614,5.00
16:56:07.802,1.02
16:56:07.987,1.05
16:56:08.221,0.35
16:56:08.408,0.98
16:56:08.596,5.00
16:56:08.829,1.04
16:56:09.013,1.09
16:56:09.199,0.83
16:56:09.387,1.07
16:56:09.620,4.47
16:56:09.807,0.59
16:56:09.994,0.77
16:56:10.230,1.04
16:56:10.416,0.24
16:56:10.604,5.00
16:56:10.790,0.91
16:56:11.026,1.02
16:56:11.213,3.62
16:56:11.399,5.00
16:56:11.632,0.98
16:56:11.819,0.89
16:56:12.006,1.08
16:56:12.192,1.04
16:56:12.427,5.00
16:56:12.614,5.00
16:56:12.801,0.72
16:56:13.036,5.00
16:56:13.221,0.46
16:56:13.408,0.95
16:56:13.595,0.95
16:56:13.829,1.08
16:56:14.015,5.00
16:56:14.205,1.06
16:56:14.436,1.03
16:56:14.623,5.00
16:56:14.810,0.43
16:56:14.997,5.00
16:56:15.231,1.09
16:56:15.417,1.08
16:56:15.606,0.63
16:56:15.794,1.05
16:56:16.027,5.00
16:56:16.214,0.84
16:56:16.402,0.44
16:56:16.635,0.44
16:56:16.823,2.54
16:56:17.008,5.00
16:56:17.195,1.91
16:56:17.429,1.02
16:56:17.616,0.92
16:56:17.804,1.07
16:56:18.038,0.97
16:56:18.225,5.00
16:56:18.412,0.74
16:56:18.599,0.49
16:56:18.832,0.98
16:56:19.022,1.08
16:56:19.207,5.00
16:56:19.443,5.00
16:56:19.628,5.00
16:56:19.811,0.44
16:56:20.000,5.00
16:56:20.234,0.68
16:56:20.421,1.02
16:56:20.608,0.55
16:56:20.842,0.45
16:56:21.028,5.00
16:56:21.216,1.08
16:56:21.402,0.95
16:56:21.636,1.08
16:56:21.823,0.24
16:56:22.011,0.36
16:56:22.198,5.00
16:56:22.431,0.89
16:56:22.619,1.04
16:56:22.805,5.00
16:56:23.039,0.85
16:56:23.227,0.36
16:56:23.414,5.00
16:56:23.600,0.42
16:56:23.834,0.69
16:56:24.021,5.00
16:56:24.209,0.37
16:56:24.442,5.00
16:56:24.628,0.44
16:56:24.815,1.04
16:56:25.004,5.00
16:56:25.238,0.95
16:56:25.425,0.93
16:56:25.612,0.88
16:56:25.847,1.07
16:56:26.034,0.56
16:56:26.219,0.47
16:56:26.407,5.00
16:56:26.640,5.00
16:56:26.828,5.00
16:56:27.016,5.00
16:56:27.248,5.00
16:56:27.435,1.07
16:56:27.622,0.40
16:56:27.810,0.48
16:56:28.044,0.43
16:56:28.231,1.08
16:56:28.418,1.05
16:56:28.606,5.00
16:56:28.840,0.45
16:56:29.025,0.97
16:56:29.214,0.43
16:56:29.449,1.07
16:56:29.635,1.03
16:56:29.822,1.04
16:56:30.008,5.00
16:56:30.241,1.07
16:56:30.431,1.04
16:56:30.619,5.00
16:56:30.852,0.87
16:56:31.038,0.90
16:56:31.224,1.03
16:56:31.412,0.47
16:56:31.644,0.26
16:56:31.831,0.95
16:56:32.017,1.05
16:56:32.251,5.00
16:56:32.439,0.87
16:56:32.628,1.08
16:56:32.814,0.97
16:56:33.049,0.94
16:56:33.234,5.00
16:56:33.422,0.97
16:56:33.609,5.00
16:56:33.842,0.78
16:56:34.029,1.06
16:56:34.218,0.73
16:56:34.453,0.95
16:56:34.640,5.00
16:56:34.827,1.00
16:56:35.014,1.05
16:56:35.248,0.83
16:56:35.437,1.08
16:56:35.621,1.06
16:56:35.855,1.06
16:56:36.041,1.07
16:56:36.228,5.00
16:56:36.415,5.00
16:56:36.649,0.83
16:56:36.837,5.00
16:56:37.024,5.00
16:56:37.212,5.00
16:56:37.446,0.79
16:56:37.633,0.92
16:56:37.819,0.87
16:56:38.053,1.06
16:56:38.239,0.31
16:56:38.426,1.04
16:56:38.659,0.25
16:56:38.845,5.00
16:56:39.031,0.91
16:56:39.220,0.96
16:56:39.454,1.08
16:56:39.641,5.00
16:56:39.829,5.00
16:56:40.015,0.60
16:56:40.249,1.04
16:56:40.436,0.83
16:56:40.624,0.48
16:56:40.857,5.00
16:56:41.045,5.00
16:56:41.231,5.00
16:56:41.420,5.00
16:56:41.654,0.49
16:56:41.841,1.04
16:56:42.030,1.00
16:56:42.218,0.63
16:56:42.453,1.03
16:56:42.641,5.00
16:56:42.829,0.51
16:56:43.063,5.00
16:56:43.249,0.51
16:56:43.436,0.98
16:56:43.624,5.00
16:56:43.859,0.76
16:56:44.045,1.04
16:56:44.233,5.00
16:56:44.419,1.04
16:56:44.654,0.89
16:56:44.842,0.68
16:56:45.031,0.03
16:56:45.264,0.05
16:56:45.451,0.06
16:56:45.638,0.06
16:56:45.826,0.06
16:56:46.062,0.06
16:56:46.247,0.06
16:56:46.434,0.06
16:56:46.668,0.06
16:56:46.855,0.06
16:56:47.042,0.06
16:56:47.228,0.06
16:56:47.461,0.06
16:56:47.646,0.06
16:56:47.835,0.06
